price,date,floors,waterfront,view,condition,sqft_basement,yr_built,yr_renovated,bed_bath_ratio,level_ratio,live_lot_ratio,relative_living_space,relative_lot_size,level_difference,waterfront_Duwamish,waterfront_Elliott Bay,waterfront_Lake Sammamish,waterfront_Lake Union,waterfront_Lake Washington,waterfront_Puget Sound
430000.0,735451,2.0,0,0,3,0.0,2007,0.0,0.8,0.0,0.03968253968253968,480.0,-132858.0,2420.0,0,0,0,0,0,0
258000.0,735536,1.0,0,0,4,1130.0,1960,0.0,2.5,1.0,0.1808,900.0,-5500.0,0.0,0,0,0,0,0,0
511000.0,735541,1.0,0,0,3,450.0,1947,0.0,3.0,2.1777777777777776,0.41389290882778584,-20.0,-1144.0,530.0,0,0,0,0,0,0
532170.0,735465,2.0,0,0,3,0.0,1990,0.0,1.5,0.0,0.4401294498381877,-140.0,0.0,1360.0,0,0,0,0,0,0
560000.0,735697,1.5,0,0,3,0.0,1947,0.0,3.0,0.0,0.222,-310.0,0.0,1110.0,0,0,0,0,0,0
282950.0,735688,1.0,0,0,4,0.0,1954,0.0,3.0,0.0,0.1524390243902439,-430.0,-433.0,1250.0,0,0,0,0,0,0
2250000.0,735689,2.0,0,3,3,1640.0,2006,0.0,1.2307692307692308,2.158536585365854,0.2609571788413098,2020.0,10100.0,1900.0,0,0,0,0,0,0
350000.0,735369,1.0,0,0,3,0.0,1942,0.0,1.0,0.0,0.13725490196078433,-310.0,0.0,700.0,0,0,0,0,0,0
215000.0,735442,1.0,0,0,4,0.0,1967,0.0,3.0,0.0,0.1538662146303299,-10.0,0.0,1180.0,0,0,0,0,0,0
650000.0,735557,2.0,0,0,3,1460.0,1996,0.0,1.4285714285714286,1.7123287671232876,0.1568627450980392,1320.0,11570.0,1040.0,0,0,0,0,0,0
320000.0,735452,1.0,0,0,3,1020.0,1967,0.0,1.4545454545454546,1.588235294117647,0.352,660.0,-375.0,600.0,0,0,0,0,0,0
247000.0,735550,1.5,0,0,3,0.0,1916,2013.0,1.5,0.0,0.1764378994165046,110.0,0.0,1270.0,0,0,0,0,0,0
320000.0,735509,1.0,0,0,4,0.0,1968,0.0,2.2857142857142856,0.0,0.15742397137745975,30.0,0.0,1760.0,0,0,0,0,0,0
255000.0,735360,1.0,0,0,3,1030.0,1962,0.0,2.2222222222222223,1.0,0.2386468952734013,1050.0,-3048.0,0.0,0,0,0,0,0,0
438000.0,735666,1.0,0,0,3,0.0,1962,0.0,1.7142857142857142,0.0,0.18426501035196688,580.0,0.0,1780.0,0,0,0,0,0,0
900000.0,735661,2.0,0,0,3,0.0,2000,0.0,1.2,0.0,0.20478226826477142,0.0,4002.0,3400.0,0,0,1,0,0,0
441000.0,735404,1.0,0,0,3,750.0,1979,0.0,1.0909090909090908,1.5466666666666666,0.2623626373626374,200.0,-872.0,410.0,0,0,0,0,0,0
420000.0,735457,1.0,0,0,4,1010.0,1975,0.0,1.5,1.0,0.052697485129917565,-90.0,1742.0,0.0,0,0,0,0,0,0
370000.0,735575,1.0,0,0,3,400.0,1976,0.0,1.7142857142857142,2.95,0.2257142857142857,-60.0,-500.0,780.0,0,0,0,0,0,0
269950.0,735648,1.0,0,0,5,640.0,1949,0.0,1.1428571428571428,1.09375,0.18482758620689654,-490.0,-2500.0,60.0,0,0,0,0,0,0
807100.0,735681,2.0,0,0,3,0.0,1999,0.0,1.6,0.0,0.5956879306512558,-240.0,-1.0,2680.0,0,0,0,0,0,0
653000.0,735389,1.0,0,0,4,1070.0,1979,0.0,1.2,1.5046728971962617,0.27487179487179486,200.0,1000.0,540.0,0,0,0,0,0,0
371500.0,735395,1.0,0,0,5,0.0,1964,0.0,1.5,0.0,0.16434740882917467,-400.0,1048.0,1370.0,0,0,0,0,0,0
284000.0,735673,1.0,0,0,3,0.0,1954,0.0,1.7142857142857142,0.0,0.07428571428571429,490.0,13080.0,1560.0,0,0,0,0,0,0
272000.0,735600,1.0,0,0,4,490.0,1978,0.0,1.7142857142857142,3.4081632653061225,0.3025210084033613,230.0,-210.0,1180.0,0,0,0,0,0,0
313000.0,735355,1.5,0,0,3,0.0,1955,0.0,2.0,0.0,0.16936299292214357,-140.0,-28.0,1340.0,0,0,0,0,0,0
917500.0,735614,2.0,0,0,3,1310.0,1984,0.0,1.6,1.9618320610687023,0.11084764163071736,140.0,-227.0,1260.0,0,0,0,0,0,0
673000.0,735505,2.0,0,0,4,0.0,1980,0.0,1.7777777777777777,0.0,0.3162393162393162,330.0,-145.0,2590.0,0,0,0,0,0,0
425000.0,735639,2.0,0,0,3,300.0,2008,0.0,1.2,2.7333333333333334,1.018181818181818,-470.0,-695.0,520.0,0,0,0,0,0,0
399950.0,735423,1.0,0,0,3,650.0,1986,0.0,1.8181818181818181,2.0307692307692307,0.3648148148148148,690.0,3250.0,670.0,0,0,0,0,0,0
385000.0,735383,1.0,0,0,3,0.0,1901,0.0,3.0,0.0,0.25416666666666665,20.0,0.0,1220.0,0,0,0,0,0,0
269950.0,735554,1.0,0,2,4,630.0,1975,0.0,2.0,2.0952380952380953,0.25793650793650796,0.0,-1381.0,690.0,0,0,0,0,0,0
330000.0,735605,1.0,0,0,3,290.0,1949,0.0,2.0,3.6551724137931036,0.16423357664233576,-190.0,-60.0,770.0,0,0,0,0,0,0
260000.0,735439,2.0,0,0,3,0.0,1988,0.0,1.2,0.0,0.2880800414007245,0.0,-386.0,1670.0,0,0,0,0,0,0
470000.0,735702,1.5,0,0,4,700.0,1925,0.0,1.3333333333333333,2.4,0.46439024390243905,970.0,-250.0,980.0,0,0,0,0,0,0
589000.0,735397,2.0,0,0,5,0.0,1961,0.0,1.3333333333333333,0.0,0.25416666666666665,150.0,0.0,2440.0,0,0,0,0,0,0
163500.0,735437,2.0,0,0,3,0.0,1996,0.0,1.3333333333333333,0.0,0.30710734132787365,0.0,2.0,1050.0,0,0,0,0,0,0
835000.0,735481,2.0,0,0,3,990.0,1993,0.0,1.4545454545454546,2.1616161616161618,0.23337309871756637,870.0,3428.0,1150.0,0,0,0,0,0,0
1100000.0,735558,1.0,0,2,4,2000.0,1986,0.0,1.6666666666666667,1.045,0.31828793774319064,1550.0,2580.0,90.0,0,0,0,0,0,0
269000.0,735703,1.0,0,0,4,390.0,1969,0.0,2.2857142857142856,2.8205128205128207,0.149,-700.0,1090.0,710.0,0,0,0,0,0,0
